review,Sentiment
@ARGOONSHAH @nawabmalikncp @CMOMaharashtra @INCMaharashtra @bainjal @imran_sidra @Uber_India @travisk This is pakka is a big mistake vroo,NEUTRAL
I had the honour of meeting Dr John Demartini last night.  I just bought his book.  Surround yourself with people tâ€¦ https://t.co/26ilnAXf8s,POSITIVE
HSBC customer service is the WORST!,NEGATIVE
So awesome! â¤ï¸â¤ï¸,POSITIVE
"The gone Whisky sour: put 3/2 of Cachaça. Add 3/4 of sweet Vermouth, and 2/5 of ginger bitter. Add olives. 
Drink https://t.co/2McJwHwF4B",NEUTRAL
"Dont go near nat west, they are acting just like they did in 2008, owing accounts of thousands of people. And more. The next scandal to come out.  There's a page with over 5000 members all who have had this happen to them. Shocking.",NEGATIVE
To access the Masterclass Find Meaning and Purpose on The Path to Self Mastery: demartini.fm/meaning,NEUTRAL
"RT @mindvalley: To master your emotions, you must first understand that it comes from within you. âœ¨

Thatâ€™s when you find inner peace because you realize that you are 100% in control and stop reacting to things that happen to you. https://t.co/FitrOZXBo6",NEUTRAL
Glynnis Mocke,NEUTRAL
@rothwell_scott @dkhos I pay to see that fight~ @dkhos vs. @travisk ... my money is on Travis!!! ??????,POSITIVE
Hello toni...there was a turning point in my life...your books are also great..thank you for your courage..? greetings from switzerland,POSITIVE
ilovemindvalley! got great insights that helped me make shifts in various aspects of my life.,POSITIVE
"RT @mastermindbettr: ""a mastermind is the fastest way to get to your next level"" -Dean Graziosi @deangraziosi",NEUTRAL
"@DTenenbaum Hello, I'm a reporter with Business Insider working on a story about concert venues/stadiums reopening and would love to chat with you about Barclays. If you're interested, DM me. Thank you!",POSITIVE
Tony Robbins and Dean Graziosi??Saviours of Education or Just Dabblers? by @danny_forest https://t.co/u8u8t51wat,NEUTRAL
Transform your life into greatness by turning your challenge into an opportunity to be of service. Dr John Demartini,NEUTRAL
"Were pleased to announce well be hosting a masterclass with leading entrepreneur; Dr. John Demartini, star of the https://t.co/SV9xsRBF7V",NEUTRAL
Is there a way of switching off seeing these adverts on my news feed? Fed up with people being separated into different groups when we are all human.,NEGATIVE
Thank you,POSITIVE
"A message for the corrupt (proven) Hong kong & Shanghai Banking Company. ""We ARE an Island""; we are NOT art of something bigger (eu); and your constant subliminal ""conditioning"" won't  change that.",NEGATIVE
@LloydsBank Thanks a lot for responding Stephen. All works now,POSITIVE
"Why have you decided that you wonâ€™t use my husbands wages to increase our mortgage as he is self employed and took the grant twice?? Weâ€™ve had our mortgage with you for 5 yrs own 56% of our home already and wouldnâ€™t need to increase by no more the 40k!! We have no other debt and you you can see that all our money coming in and all our money that gets paid out!! Never took a mortgage break or missed a payment,been with you for over 20 yrs! The government said that by taking the self employment grant it wouldnâ€™t affect your credit rating!! But you have now said that my husband can not use his wages for the last 3 yrs so we canâ€™t increase our mortgage.
I thought you did mortgages based on individuals? How can you see that we would be able to afford the uplift in mortgage but your not interested cos he took a grant!! Itâ€™s such a shame that we are in a great position to put over half a deposit down for a new house but canâ€™t get a mortgage cos you have decided that that you would but my husband wage to Â£0 for the last 3 yrs ðŸ˜¤
",NEGATIVE
bad customer service i cant even set up a direct debit because i dont use online banking,NEGATIVE
HSBC caring more about racist blacks than its customers,NEGATIVE
"Tony Robbins, Dean Graziosi will be live in 5 Minutes teaching about the #kbbmethod https://t.co/l6prXHyyo9
#OfficeSurvivalTactics",NEUTRAL
@travisk @Uber_Support seems to be answering queries without much thought to it. Different colleagues in the past h https://t.co/GUl7fSPdOL,NEGATIVE
Itâ€™s will be better for HSBC not to look ðŸ‘€ at new customers rather then searching for old customers who got account ðŸ’° with HSBC and provide them proper service. Due to COVID-19 people are not able to send money to some body\company online.,NEGATIVE
Love #tonyrobbins https://t.co/FGcGdon3f1,POSITIVE
Had enough of hsbc (not even worth caps lock!) You are not helpful in the slightest!,NEGATIVE
"📌Impact And Profit From ‘The KBB Method’ 

Two people we really admire, respect and look up to the most are Tony Ro… https://t.co/yPRfKJjVth",NEUTRAL
"What a great opportunity for UK freelancers who have recently graduated or are about to graduate, Â£1,000 grants available to help you from @santanderuk : 

https://t.co/dvTxpNpRG6",POSITIVE
now up to eight hours in total waiting on the phone to get clearance for my new security fob. I havent been able to use my account properly in over a month. you couldnt make it up . I'm moving my account today. Enough is enough,NEGATIVE
Highest value actions. Thank you! 🙏💕,POSITIVE
Want to find out how you can start focusing on your high priority actions and stop wasting time doing things that d https://t.co/H8LamQrRco,NEUTRAL
"Been calling for over a week  every day ,get put on hold for 3 hours , then hung up on every time before I can even speak to sum1 ðŸ˜¡ðŸ˜¡ disgusting customer services
",NEGATIVE
This was amazing Tony. Watched it back a few times. ??,POSITIVE
Less than 1 week to go Global Top Entrepreneur Dr John DeMartini flies into Cardiff to speak live on stage atâ€¦ https://t.co/lna76PB4qV,NEUTRAL
Thanks david. Might be a bit longer than 90 days. Form was sent to me in November 2020. Hope thatâ€™s ok @LloydsBank https://t.co/trkHD8I9Xs,POSITIVE
Tanjel Chopra,NEUTRAL
"RT @ResourcesWealth: Tony Robbins, Dean Graziosi and Russell Brunson LIVE (NEVER BEFORE SEEN) Register now for this EXCLUSIVE FREE training",NEUTRAL
"Tony Robbins, Dean Graziosi &amp; Russell Brunson https://t.co/PYC6HXGipc",NEUTRAL
"Dear Noel and your incompetent Senior Management and all Non Execs
1Hr and 25 mins and still nobody answers the phone on your customer services 0345 0511 343
Trying to sort out a payment my elderly father
You management people are an absolute disgrace
Your Management are out of touch with customers and asleep at the wheel",NEGATIVE
"The more rejection you get, the better you are, the more youve learned, the closer you are to your outcome. If you https://t.co/UKeLFRKRuk",NEUTRAL
RT @Goodsbeezy21: @uber @Uber_Support stop stealing from your customers sending automated messages!!!!  #uberstealsmoney #fuckuber #TSLA @gâ€¦,NEGATIVE
"@wmarybeard Great tip I learned:

Create a hard-to-guess password:

e.g. Ven!v1diVic144bc

For each instance, use the name of the site to sandwich the phrase:

e.g. 

AVen!v1diVic144bcon (Amazon)

BVen!v1diVic144bcys (Barclays) 

Each password is unique, uncrackable,  and easy to remember!",POSITIVE
"RT @AuthorNetwork: ~&gt; No matter your age, you can always change your life for the better. Bob Boylan has some excellent, wisdom-filled advi",NEUTRAL
"[NEVER BEFORE SEEN] Tony Robbins, Dean Graziosi and Russell Brunson LIVE 

https://t.co/15l5tUe0sP",NEUTRAL
If someone can't answer the phone in less than 90 minutes you really should have a facility to request a call back. Juggling work. Childcare and a Covid isolation with trying to get through on phone is no mean feat. Never mind the fraudulent transactions from my bank that you couldn't dispute whilst pending. Now the money is gone and no one is answering. Please make a call back facility available it would ease the stress...I dont want to put phone down as I cant go through another day of this horrendous music.,NEGATIVE
"My daughter has got the help to buy account, shut it down last week as she needs the closing statement for the solicitors to complete the house. Natwest said they couldn't get it from branch but they would email Dewsbury branch the statement so she could pick it up. One week later and no statement, been to Dewsbury today at 1pm and bank was shut. Customer service from Natwest has been absolutely rubbish. 
Also they tried to open a joint account which one again Customer service rubbish and after around 2 weeks decided to open one at another bank which was all sorted within 3 days.
Weve got other accounts with Natwest which is why we went with them again but unfortunately once the house is sorted we will be shutting all our other accounts with them.",NEGATIVE
"Even tougher when your home schooling children and your on hold by HSBC for over 3 Hours so far....
#HSBC # Ashamed of Yourselves",NEGATIVE
"With only 3 days to go until #Introbiz are at The Vale! 

Secure your tickets to our Networking Breakfast with Dr.… https://t.co/OVcEKWXFYZ",NEUTRAL
"Good day Dr.  
2
I'm from Argentina, it's a pleasure for me to attend tour clases.
Thank you for share your knowledge",POSITIVE
"No point saving with NatWest anyway, rates are appalling ",NEGATIVE
"People flipped out!!  I was flooredâ€¦

Yesterday's LIVE training with Tony Robbins, Dean Graziosi and Russell Brunsoâ€¦ https://t.co/P3o076njyt",POSITIVE
Awful bank. Only helpful when putting.money in!!!!taking it out they are totally deaf and u nhelpful.,NEGATIVE
Ready to become the author of your greatest life? Sign up for this FREE Masterclass through this link: https://go.mindvalley.com/xxYes2vP,NEUTRAL
"@NatWest_Help Thank you, I'll get Cora to put me through to an agent. Appreciate the swift reply ðŸ‘",POSITIVE
"Everyone has gifts to give, and as you gave the gifts you were born to give you start to fill with passion, excitement, you will feel grounded, connected.

For more context on this please listen to my interview with @Vishen of @mindvalley  here: https://t.co/m47xSdFQux",NEUTRAL
"How are you giving back today? Thanks Dr John Demartini for bringing his knowledge to Melbourne.

#growth https://t.co/lFFZ9RKoED",NEUTRAL
whats with all the color issues ?? this a new publicity gimic,NEGATIVE
