,review,Sentiment,words_entity_spacy,words_entity_bert
536,We had the pleasure of having one of the Worlds Top Entrepreneurs Dr John Demartini fly into Cardiff last week at https://t.co/aoB05Nfwzr,POSITIVE,"[('one', 'Numerals that do not fall under another type'), ('the Worlds Top Entrepreneurs Dr', 'Buildings, airports, highways, bridges, etc.'), ('John Demartini', 'People, including fictional'), ('Cardiff last week', 'Absolute or relative dates or periods')]","[('Worlds', 'B-MISC'), ('Top', 'I-MISC'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('Cardiff', 'B-LOC')]"
537,"Unshakeable: Your Financial Freedom Playbook Paperback  September 18, 2018 Great Experience. Great Value. Enjoy a great reading experience when you buy the Kindle edition of this book. https://t.co/d6okgKWNeO https://t.co/0SyB46jdOC https://t.co/T8ZkFCRr3e",POSITIVE,"[('September 18, 2018', 'Absolute or relative dates or periods'), ('Great Value', 'Companies, agencies, institutions, etc.'), ('Enjoy', 'People, including fictional')]","[('Your', 'B-MISC'), ('Financial', 'I-MISC'), ('Freedom', 'I-MISC'), ('Play', 'I-MISC'), ('Kind', 'B-MISC')]"
538,@NatWest_Help Thanks,POSITIVE,[],"[('Nat', 'B-ORG'), ('##W', 'I-ORG'), ('##est', 'I-ORG')]"
539,A quality life demands quality questions. -  Dr. John Demartini #quote #ThankfulThursday https://t.co/zQaGuaHYe1,NEUTRAL,"[('John Demartini', 'People, including fictional'), ('ThankfulThursday', 'Monetary values, including unit')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
540,"I have been a customer with HSBC for over 20 years, and the service I have got is beyond appalling. I have been waiting for over 18 weeks for my business account to be opened, I have been promised week after week that it will be open next week, so I have waited. I have a time sensitive grant that will run out next week, which I need for my business and has to be put into a business account. I am having to do all the extra work of managing business finances in my current account so it doesnâ€™t get mixed up. No one is giving me any clear answers. You have pushed my business to the edge.",NEGATIVE,"[('HSBC', 'Companies, agencies, institutions, etc.'), ('over 20 years', 'Absolute or relative dates or periods'), ('over 18 weeks', 'Absolute or relative dates or periods'), ('week', 'Absolute or relative dates or periods'), ('week', 'Absolute or relative dates or periods'), ('next week', 'Absolute or relative dates or periods'), ('next week', 'Absolute or relative dates or periods')]","[('H', 'B-ORG'), ('##SB', 'B-ORG'), ('##C', 'I-ORG')]"
541,What do I know. @travisk only built a 100B business and might as well build another one 2017 called and they want https://t.co/yO5vEXbj8g,POSITIVE,"[('100B', 'Nationalities or religious or political groups'), ('2017', 'Absolute or relative dates or periods')]",[]
542,"@travisk Dear Travis, are you in charge of Uber eats as well? I think you are per my research, just wondering why m… https://t.co/aiGjR6QUBg",NEUTRAL,"[('Uber', 'Companies, agencies, institutions, etc.')]","[('Travis', 'B-PER'), ('U', 'B-ORG'), ('##ber', 'I-ORG')]"
543,"@Andy41657494 Andy,
Thank you for reaching out. 
This platform is for auto finance in the U.S. Looks like you are in search of Santander UK, which is based out of the UK. You can connect with the right people at @SantanderUK. Hope this helps. ^VS",POSITIVE,"[('Andy', 'People, including fictional'), ('U.S.', 'Countries, cities, states'), ('UK', 'Countries, cities, states'), ('UK', 'Countries, cities, states')]","[('Andy', 'B-PER'), ('U', 'B-LOC'), ('.', 'I-LOC'), ('S', 'I-LOC'), ('Santa', 'B-ORG'), ('##nder', 'I-ORG'), ('UK', 'I-ORG'), ('UK', 'B-LOC'), ('Santa', 'B-ORG'), ('##nder', 'I-ORG'), ('##U', 'I-ORG')]"
544,"Vishen, you fn rule.",POSITIVE,"[('Vishen', 'People, including fictional')]","[('V', 'B-PER'), ('##ish', 'B-PER')]"
545,Quick question: My contactless option has suddenly stopped working. Still can use my pin. If I request a new card will I still be able to use my old card with just pin function whilst the new card is being sent to me? Thanks,NEGATIVE,[],[]
546,@travisk Serial abuser of worker's rights you mean? Dragged kicking and screaming by Governments into the 21st Centâ€¦ https://t.co/mBy87TJ4ac,NEGATIVE,"[('21st', '""first"", ""second"", etc.'), ('¦', 'People, including fictional')]",[]
547,To get my bachelor's degree in linguistic and then get a good job in order to get married. I have three goals at the end of this year (2021).... If I do these. I can say that I'm already a millionaire. .. these will organize and united my spirit force and organize my mindset,NEUTRAL,"[('three', 'Numerals that do not fall under another type'), ('the end of this year', 'Absolute or relative dates or periods'), ('2021', 'Absolute or relative dates or periods')]",[]
548,@amrith cc @travisk lol,NEUTRAL,"[('@travisk', 'Nationalities or religious or political groups')]",[]
549,"If you have a isa with this bank please read! 

My partner has been a loyal customer for many years at hsbc and we are both first time buyers buying our new home tomorrow. To buy our house we had to close our isas and the isa money is transferred into your current account. However hsbc closed this account and didnâ€™t transfer the money when ringing up they claim there is nothing they can do about us because the person representing hsbc didnâ€™t note down how much was in the account to transfer. When listening to the phone call back and confirming the amount that needed transferred they still claim there is nothing they can do because it wasnâ€™t written down. 
48 hours before we are due to but our house we are Â£3500 down because of HSBCâ€™s mistake 
Is you have an isa with this bank please close it and withdraw your money before you loose the lot when you need it most ! ",NEGATIVE,"[('many years', 'Absolute or relative dates or periods'), ('hsbc', 'Companies, agencies, institutions, etc.'), ('first', '""first"", ""second"", etc.'), ('tomorrow', 'Absolute or relative dates or periods'), ('isas', 'Countries, cities, states'), ('hsbc', 'Companies, agencies, institutions, etc.'), ('hsbc didnâ€', 'Companies, agencies, institutions, etc.'), ('48 hours', 'Times smaller than a day')]",[]
550,?? Star of The Secret and Global entrepreneur; Dr John Demartini is flying to Cardiff for our Networking Breakfast. https://t.co/pFa0alNn8S,NEUTRAL,"[('John Demartini', 'People, including fictional'), ('Networking Breakfast', 'Non-GPE locations, mountain ranges, bodies of water')]","[('Star', 'B-ORG'), ('of', 'I-ORG'), ('The', 'I-ORG'), ('Secret', 'I-ORG'), ('Global', 'I-ORG'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('Cardiff', 'B-LOC'), ('Network', 'B-ORG'), ('##ing', 'I-ORG'), ('Breakfast', 'I-ORG')]"
551,So I did an arrangement to pay my credit card monthly amount due from my APP which itâ€™s showed an arrangement would happen and it hasnâ€™t NATWEST I now have a Â£12 overdue non payment charge on my account ! Despite getting a txt to say it was due and paying the whole balance of instead later that day ! I couldnâ€™t at the precise moment it came through as dealing with my 2 grandchildren of key workers one of which had just found out that morning as she got up she wasnâ€™t going to school as she thought at bed time and was in bits as sheâ€™s only 5 !,NEGATIVE,"[('monthly', 'Absolute or relative dates or periods'), ('APP', 'Companies, agencies, institutions, etc.'), ('NATWEST', 'Companies, agencies, institutions, etc.'), ('later that day', 'Absolute or relative dates or periods'), ('2', 'Numerals that do not fall under another type'), ('that morning', 'Times smaller than a day'), ('only 5', 'Numerals that do not fall under another type')]",[]
552,I have called you twice now within the last 30mins trying to sort a query on an urgent payment I've made and twice you've cut me off. This last time I asked to be called bk and gave my number if this happened and you've not,NEGATIVE,[],[]
553,"I PARTNERED WITH TONY ROBBINS, DEAN GRAZIOSI AND RUSSELL BRUNSON! These are 3 people I admire the most when it comeâ€¦ https://t.co/mi7SNfHLE9",POSITIVE,"[('DEAN GRAZIOSI', 'People, including fictional'), ('RUSSELL', 'People, including fictional'), ('3', 'Numerals that do not fall under another type'), ('¦', 'People, including fictional')]","[('TO', 'B-PER'), ('DE', 'B-MISC'), ('##RA', 'I-MISC'), ('##Z', 'I-MISC')]"
554,"I am disgusted in the level of customer service from HSBC. I am a Director for a CIC who house homeless veterans and provide them with rehabilitation and mental health services. I have now been locked out of my business account almost three months. This has had a crippling effect on my service users and my company. I have provided all documents, spent hours on hold and been into branch. I will not be advocating HSBC as a business banking facility to anyone in the near future.",NEGATIVE,"[('HSBC', 'Companies, agencies, institutions, etc.'), ('CIC', 'Companies, agencies, institutions, etc.'), ('almost three months', 'Absolute or relative dates or periods'), ('hours', 'Times smaller than a day'), ('HSBC', 'Companies, agencies, institutions, etc.')]","[('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG'), ('C', 'B-ORG'), ('##IC', 'I-ORG'), ('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG')]"
555,Two  hours  and still  no  response,NEGATIVE,"[('Two hours', 'Times smaller than a day')]",[]
556,"Listening to Tony Robbins, Dean Graziosi and Russell Bunson's seminar teaching about the new trend in the self-educ https://t.co/oIwdX3AMYJ",POSITIVE,"[('Tony Robbins', 'People, including fictional'), ('Dean Graziosi', 'Companies, agencies, institutions, etc.'), (""Russell Bunson's"", 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('##i', 'I-PER'), ('Russell', 'B-PER'), ('B', 'I-PER'), ('##uns', 'I-PER'), ('##on', 'I-PER')]"
557,"I am a member ... but when I click on the seminar button...it still wants me to pay 
Please advise !!!",NEGATIVE,[],[]
558,"NEXT WEEK!
Join us and Dr John Demartini for an Introbiz Online Networking Webinar Event, on 22nd of July, from 8-1 https://t.co/ZWfY0MWMqj",NEUTRAL,"[('John Demartini', 'People, including fictional'), ('22nd of July', 'Absolute or relative dates or periods'), ('8-1', 'Measurements, as of weight or distance')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('In', 'B-MISC'), ('##tro', 'I-MISC'), ('##bi', 'I-MISC'), ('##z', 'I-MISC'), ('Online', 'I-MISC'), ('Network', 'I-MISC'), ('##ing', 'I-MISC'), ('##ina', 'I-MISC')]"
559,"So safe I cannot access my money. 35+ yrs. a Nat West customer and was very happy with my local branch in Strood Kent. However they have destroyed that faith in a matter of days ( mainly the fraud div.) Needed to spend a fairly large payment through Paypal but it was refused and directed to Nat West fraud. Explained the no. being used was my Daughters mobile no. as I do not have one at present. Told to take proof to my local branch, did so. Given wrong no. from branch to request lifting card, so Googled it, kept waiting half hour with taped music before I was disconnected. Contacted Cora and as machine could not resolve problem put me through to agent, agent asking details to resolve when disconnected. Another Agent go through it again, given emergency no. that is not on after (think it was 5). Explained to all that I am a 71yr. living on my own at risk oap . I have no money, no food and no card. so Nat West it is not for my benefit that you keep quoting that you expect me to go for three days with no food, so angry and bloo.y hungry. This is no way to treat loyal customers fumingðŸ¤¬",NEGATIVE,"[('35+ yrs', 'Absolute or relative dates or periods'), ('Strood Kent', 'Buildings, airports, highways, bridges, etc.'), ('Paypal', 'People, including fictional'), ('Nat West fraud', 'Countries, cities, states'), ('half hour', 'Times smaller than a day'), ('Cora', 'People, including fictional'), ('5', 'Numerals that do not fall under another type'), ('Nat West', 'People, including fictional'), ('three days', 'Absolute or relative dates or periods'), ('bloo.y', 'Companies, agencies, institutions, etc.'), ('fumingðŸ¤¬', 'Companies, agencies, institutions, etc.')]","[('Nat', 'B-ORG'), ('West', 'I-ORG'), ('St', 'B-LOC'), ('##roo', 'I-LOC'), ('##d', 'B-LOC'), ('Kent', 'I-LOC'), ('Pay', 'B-ORG'), ('##pal', 'I-ORG'), ('Nat', 'B-PER'), ('West', 'I-PER'), ('Daughters', 'B-ORG'), ('Cora', 'B-PER'), ('Nat', 'B-PER'), ('West', 'I-PER')]"
560,@HSBC_UK Thank you!,POSITIVE,[],"[('H', 'B-ORG'), ('##SB', 'B-ORG'), ('##C', 'I-ORG'), ('_', 'I-ORG'), ('UK', 'I-ORG')]"
561,One hundred percent! ??????,POSITIVE,"[('One hundred percent', 'Percentage, including ""%""')]",[]
562,"Making real progress is having an 800 on my credit score, no student debt, owning land instead of renting, and having a corporate sponsor.",POSITIVE,"[('800', 'Numerals that do not fall under another type')]",[]
563,The scam is HSBC,NEGATIVE,"[('HSBC', 'Companies, agencies, institutions, etc.')]","[('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG')]"
564,Then suck you in then screw you over GOOD old NATWEST.....,NEGATIVE,"[('NATWEST', 'Companies, agencies, institutions, etc.')]",[]
565,Business growth submit. Session with some enormous minds and accomplished leaders. Dr. John Demartini https://t.co/TmLSUbHYOX,POSITIVE,"[('John Demartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
566,"@axm7__ Good afternoon, thank you for your message. The system normally orders a replacement card automatically, this should arrive about 2 weeks before the old one expires. Feel free to DM us with your full name, sort code and post code. Mark https://t.co/BbmcXsMXyM",POSITIVE,"[('afternoon', 'Times smaller than a day'), ('about 2 weeks', 'Absolute or relative dates or periods'), ('DM', 'Companies, agencies, institutions, etc.'), ('Mark', 'People, including fictional')]","[('D', 'B-MISC')]"
567,This Sunday I will be back at Agape after spending over 100 hours studying with Dr John Demartini. I am so looking https://t.co/YYqyPMTTkl,NEUTRAL,"[('This Sunday', 'Absolute or relative dates or periods'), ('Agape', 'People, including fictional'), ('100 hours', 'Times smaller than a day'), ('John Demartini', 'People, including fictional')]","[('A', 'B-ORG'), ('##ga', 'I-ORG'), ('##pe', 'I-ORG'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
568,"People flipped out!!  I was floored…

Yesterday's LIVE training with Tony Robbins, Dean Graziosi and Russell Brunso… https://t.co/P3o076njyt",POSITIVE,"[('Yesterday', 'Absolute or relative dates or periods'), ('Tony Robbins', 'People, including fictional'), ('Dean Graziosi', 'Companies, agencies, institutions, etc.'), ('Russell Brunso', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('Russell', 'B-PER'), ('B', 'I-PER'), ('##run', 'I-PER'), ('##so', 'I-PER')]"
569,@Vishen @mindvalley @SadhguruJV Amazing news??!,POSITIVE,[],"[('Sad', 'B-PER'), ('##gu', 'I-LOC')]"
570,NatWest is one of the worst bank. They behaved horribly and closed many customers accounts and stop you from contacting them,NEGATIVE,"[('NatWest', 'Companies, agencies, institutions, etc.'), ('one', 'Numerals that do not fall under another type')]","[('Nat', 'B-ORG'), ('##W', 'I-ORG'), ('##est', 'I-ORG')]"
571,"Very disappointed with the abysmal customer service at the HSBC in Harrow, London, this afternoon. Two apparent customer service 'assistants' barked at me to queue TWICE from outside the bank because I needed to use two machines inside the bank, to withdraw and deposit money from my accounts! In addition, two of the three deposit machines inside the bank did not work! I refused to queue twice or give any credence to two rude, jumped up, good for nothing customer service agents and as a result HSBC missed out on my deposit and most likely my future business! Perhaps HSBC should divert resources into maintaining their 'self service' machines instead of employing unhelpful assistants that are obsessed with marshalling queues, lost on a deluded mini power trip and have an unnerving propensity to shout at their customers!#SHOCKING-SUB-STANDARD-CUSTOMER-SERVICE!",NEGATIVE,"[('HSBC', 'Companies, agencies, institutions, etc.'), ('Harrow', 'Countries, cities, states'), ('London', 'Countries, cities, states'), ('this afternoon', 'Times smaller than a day'), ('Two', 'Numerals that do not fall under another type'), ('two', 'Numerals that do not fall under another type'), ('two', 'Numerals that do not fall under another type'), ('three', 'Numerals that do not fall under another type'), ('two', 'Numerals that do not fall under another type'), ('HSBC', 'Companies, agencies, institutions, etc.')]","[('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG'), ('Ha', 'B-LOC'), ('##rrow', 'I-LOC'), ('London', 'B-LOC'), ('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG'), ('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG')]"
